日期,开盘,最高,最低,收盘,成交量
2015-09-23,2597.2,2597.2,2558.56,2583.15,411753645
2015-09-24,2601.34,2632.08,2567.06,2596.7,333341803
2015-09-25,2632.03,2652.12,2614.17,2615.71,488540917
2015-09-28,2614.48,2618.51,2572.53,2606.97,284257416
2015-09-29,2654.66,2654.66,2617.39,2631.43,142715378
2015-09-30,2612.32,2612.32,2574.84,2605.5,173550631
2015-10-01,2617.01,2617.01,2588.69,2601.52,455622664
2015-10-02,2617.82,2626.73,2574.6,2608.13,490850971
2015-10-05,2599.42,2599.65,2579.76,2588.81,419789503
2015-10-06,2603.72,2610.52,2564.44,2583.66,230845202
2015-10-07,2592.38,2605.79,2556.29,2591.96,301801156
2015-10-08,2592.55,2616.0,2562.59,2579.89,409129078
2015-10-09,2591.57,2591.57,2577.11,2577.35,307498092
2015-10-12,2585.0,2618.55,2583.81,2584.23,400185862
2015-10-13,2573.37,2602.68,2545.24,2568.54,359108838
2015-10-14,2592.35,2596.54,2559.96,2582.47,485086678
2015-10-15,2607.72,2629.3,2594.42,2603.36,307174729
2015-10-16,2644.42,2644.42,2627.67,2628.16,231673200
2015-10-19,2646.05,2656.93,2604.51,2637.51,116478223
2015-10-20,2666.54,2685.96,2637.91,2651.79,277761519
2015-10-21,2697.81,2697.81,2656.11,2675.91,459878485
2015-10-22,2704.37,2705.25,2671.7,2681.58,202703053
2015-10-23,2686.95,2696.09,2664.35,2678.4,201548732
2015-10-26,2725.68,2725.68,2680.82,2700.29,491100798
2015-10-27,2744.53,2746.4,2716.58,2723.55,256783317
2015-10-28,2770.16,2780.4,2703.28,2742.84,394269601
2015-10-29,2756.47,2764.55,2708.22,2744.69,358113154
2015-10-30,2740.84,2741.73,2701.4,2722.93,409998143
2015-11-02,2742.98,2746.81,2707.51,2730.93,301926461
2015-11-03,2754.93,2769.02,2701.13,2730.92,361041610
2015-11-04,2712.46,2726.47,2696.27,2707.53,244493842
2015-11-05,2748.79,2748.79,2703.13,2729.48,330538230
2015-11-06,2761.33,2765.68,2732.26,2745.34,108957287
2015-11-09,2753.28,2778.63,2723.05,2746.02,322698290
2015-11-10,2780.01,2780.01,2737.8,2765.58,466996146
2015-11-11,2776.35,2806.41,2743.11,2773.06,428280459
2015-11-12,2786.93,2786.93,2735.58,2767.81,103103226
2015-11-13,2767.8,2785.33,2755.03,2759.48,198786477
2015-11-16,2757.37,2786.46,2715.45,2745.88,236984223
2015-11-17,2787.81,2787.81,2739.42,2768.04,490176366
2015-11-18,2808.66,2808.66,2765.95,2790.74,156468473
2015-11-19,2776.49,2780.41,2769.38,2775.12,342646657
2015-11-20,2791.8,2791.8,2763.92,2786.47,253546526
2015-11-23,2790.98,2790.98,2763.25,2786.36,370987933
2015-11-24,2804.53,2804.53,2756.01,2777.41,486404425
2015-11-25,2798.87,2798.87,2738.55,2777.22,366119655
2015-11-26,2792.79,2810.61,2738.14,2778.64,451466017
2015-11-27,2812.21,2812.42,2766.84,2788.12,349629989
2015-11-30,2815.1,2821.33,2777.47,2793.04,206809755
2015-12-01,2774.09,2796.83,2734.69,2767.7,184580215
2015-12-02,2797.79,2797.79,2765.53,2781.52,439342937
2015-12-03,2788.29,2817.15,2767.35,2778.25,481682519
2015-12-04,2783.12,2789.03,2718.11,2756.42,346796406
2015-12-07,2790.64,2795.82,2753.25,2781.08,145985011
2015-12-08,2783.35,2788.45,2756.32,2778.0,258909602
2015-12-09,2824.42,2824.42,2762.27,2798.32,424706863
2015-12-10,2805.15,2820.13,2779.88,2795.86,307640326
2015-12-11,2822.33,2833.08,2769.62,2803.41,340546703
2015-12-14,2833.39,2835.0,2814.49,2819.85,339556627
2015-12-15,2827.11,2850.48,2795.74,2825.74,336976047
2015-12-16,2811.85,2811.85,2771.18,2806.0,443481683
2015-12-17,2849.78,2859.01,2801.25,2831.86,141824081
2015-12-18,2854.37,2880.85,2815.51,2840.95,337070038
2015-12-21,2825.02,2833.25,2791.97,2814.61,432443744
2015-12-22,2853.24,2858.99,2827.78,2835.06,475783200
2015-12-23,2842.2,2842.2,2790.95,2826.94,304458293
2015-12-24,2826.65,2846.32,2809.93,2813.12,307006220
2015-12-25,2827.18,2848.27,2782.25,2815.09,374551053
2015-12-28,2833.03,2833.03,2786.47,2806.92,378851818
2015-12-29,2841.52,2841.52,2798.95,2829.46,245440077
2015-12-30,2848.68,2869.74,2840.78,2848.31,248163569
2015-12-31,2854.81,2862.37,2787.94,2828.96,134779524
2016-01-01,2853.83,2853.83,2815.22,2828.13,330711872
2016-01-04,2832.9,2848.85,2818.64,2819.85,425790973
2016-01-05,2842.73,2842.73,2799.53,2825.65,227078046
2016-01-06,2837.77,2837.77,2792.83,2824.65,430167357
2016-01-07,2841.86,2841.86,2789.41,2816.5,407228647
2016-01-08,2843.06,2860.77,2803.25,2837.53,447632390
2016-01-11,2852.54,2877.89,2838.43,2847.74,366704339
2016-01-12,2840.06,2848.31,2819.56,2823.78,201394186
2016-01-13,2837.78,2846.08,2805.78,2820.47,354277588
2016-01-14,2811.95,2833.69,2790.44,2806.45,113387143
2016-01-15,2839.78,2839.78,2795.7,2812.89,270578353
2016-01-18,2835.66,2835.66,2809.14,2810.42,247012235
2016-01-19,2845.57,2845.57,2790.75,2830.52,287934625
2016-01-20,2853.75,2853.75,2802.9,2836.76,434980306
2016-01-21,2837.98,2837.98,2820.26,2824.92,177826972
2016-01-22,2852.42,2857.06,2810.93,2833.43,308663149
2016-01-25,2853.36,2872.41,2801.11,2840.21,142955376
2016-01-26,2851.74,2868.33,2828.49,2840.51,456685694
2016-01-27,2873.64,2873.64,2809.92,2851.76,402425851
2016-01-28,2864.36,2874.9,2802.83,2842.18,339055093
2016-01-29,2852.31,2852.31,2812.51,2836.16,372487659
2016-02-01,2870.03,2870.03,2832.97,2841.96,261898481
2016-02-02,2880.78,2897.11,2846.09,2869.82,356612434
2016-02-03,2886.74,2892.87,2841.32,2873.7,475582908
2016-02-04,2864.09,2870.68,2830.12,2850.32,437489108
2016-02-05,2879.49,2892.78,2846.67,2859.12,239451386
2016-02-08,2876.03,2876.03,2846.17,2858.63,112134346
2016-02-09,2856.85,2864.42,2821.24,2838.44,207888688
2016-02-10,2882.04,2882.04,2826.85,2854.3,117079512
2016-02-11,2902.89,2902.89,2864.64,2875.96,447080593
2016-02-12,2909.12,2935.83,2861.05,2894.71,374294675
2016-02-15,2910.45,2933.86,2890.77,2903.36,265291930
2016-02-16,2912.14,2921.25,2862.84,2890.67,254267076
2016-02-17,2897.34,2932.72,2864.74,2891.99,449785303
2016-02-18,2912.71,2916.84,2883.79,2907.9,350134936
2016-02-19,2908.67,2908.67,2861.12,2901.01,454828920
2016-02-22,2928.01,2931.27,2917.76,2920.66,493802800
2016-02-23,2927.83,2927.83,2880.9,2901.47,160128210
2016-02-24,2910.36,2931.59,2853.6,2893.57,493777632
2016-02-25,2930.65,2930.65,2885.81,2902.62,420029149
2016-02-26,2922.65,2941.06,2895.97,2904.69,255072487
2016-02-29,2951.51,2968.88,2911.92,2933.12,175688181
2016-03-01,2912.78,2916.95,2907.27,2907.47,472705414
2016-03-02,2961.53,2961.53,2894.37,2935.08,309881732
2016-03-03,2969.67,2988.38,2933.03,2963.19,283022603
2016-03-04,3009.05,3009.05,2966.38,2984.4,197898366
2016-03-07,2992.39,2992.45,2981.84,2990.61,436466609
2016-03-08,3030.3,3030.3,3006.0,3007.63,174211106
2016-03-09,3062.69,3066.19,3019.71,3034.74,240315633
2016-03-10,3082.63,3082.63,3057.89,3058.5,410923678
2016-03-11,3079.41,3079.41,3042.8,3061.0,261855057
2016-03-14,3071.12,3071.12,3031.35,3042.35,264527467
2016-03-15,3021.09,3041.04,2975.94,3012.29,217517702
2016-03-16,3048.12,3059.92,2997.29,3025.86,492473696
2016-03-17,3059.02,3078.99,3026.79,3053.47,356618324
2016-03-18,3095.81,3095.81,3049.94,3082.39,417224646
2016-03-21,3075.78,3103.83,3051.46,3070.3,230521875
2016-03-22,3119.63,3128.45,3043.59,3089.45,275269397
2016-03-23,3111.6,3117.76,3063.78,3088.95,185063487
2016-03-24,3113.81,3117.42,3067.52,3093.95,440185040
2016-03-25,3081.48,3104.93,3038.83,3069.43,107419755
2016-03-28,3071.66,3097.95,3052.18,3071.54,368972865
2016-03-29,3051.24,3061.37,3043.19,3048.59,277848123
2016-03-30,3048.26,3061.71,3035.61,3038.64,328319777
2016-03-31,3061.19,3065.33,3038.5,3046.37,272566641
2016-04-01,3028.57,3028.57,3013.69,3020.64,467755879
2016-04-04,3018.04,3021.5,2969.91,3009.36,278414081
2016-04-05,3014.88,3014.88,2979.64,2985.22,153264748
2016-04-06,3011.01,3036.37,2976.25,3008.76,489159585
2016-04-07,3051.86,3057.69,3034.97,3035.24,259366244
2016-04-08,3017.49,3018.45,2996.38,3005.28,335635676
2016-04-11,3055.03,3060.61,3002.57,3029.12,288836985
2016-04-12,3023.13,3059.02,2977.96,3015.09,187033259
2016-04-13,3042.11,3042.11,3001.23,3018.5,139759692
2016-04-14,3029.47,3039.32,2989.96,3006.92,298629018
2016-04-15,3019.42,3050.77,3004.18,3012.74,115488737
2016-04-18,3015.71,3019.91,2969.48,3000.49,436803496
2016-04-19,3007.18,3007.18,2944.77,2986.5,356833807
2016-04-20,3015.36,3043.81,2998.2,3005.91,487613569
2016-04-21,3006.19,3013.49,2959.32,3000.8,268952150
2016-04-22,3016.2,3016.2,2970.69,2997.2,310148108
2016-04-25,3015.64,3037.18,3008.3,3011.58,268361627
2016-04-26,3002.64,3008.69,2949.57,2990.88,241731805
2016-04-27,3007.93,3007.93,2983.76,2996.49,230565228
2016-04-28,2988.37,2997.09,2973.31,2974.05,145248655
2016-04-29,2988.04,2988.04,2947.77,2967.88,315356291
2016-05-02,2994.31,3002.01,2973.75,2991.04,399153885
2016-05-03,3012.43,3012.43,2964.21,2985.43,360975124
2016-05-04,2964.22,3000.86,2921.4,2963.95,345625863
2016-05-05,2981.59,2995.1,2932.7,2955.61,159883558
2016-05-06,2993.45,3008.91,2941.1,2973.55,339113868
2016-05-09,2980.09,3009.96,2944.88,2974.5,131127342
2016-05-10,3014.95,3016.0,2968.96,2992.12,394810536
2016-05-11,2971.13,2991.23,2927.33,2965.43,438797457
2016-05-12,2969.17,2984.72,2953.82,2964.83,255180649
2016-05-13,2950.32,2973.28,2910.93,2946.38,279819322
2016-05-16,2943.86,2943.86,2897.44,2918.52,321866266
2016-05-17,2943.3,2949.17,2906.13,2918.53,346119097
2016-05-18,2923.57,2933.37,2908.87,2913.2,111798424
2016-05-19,2956.65,2961.56,2895.46,2933.58,178685592
2016-05-20,2937.18,2962.28,2921.76,2931.71,376791095
2016-05-23,2971.71,2971.71,2902.73,2946.21,289752578
2016-05-24,2965.27,2965.27,2908.06,2944.92,362226652
2016-05-25,2957.93,2988.36,2937.86,2949.66,437741290
2016-05-26,2936.58,2937.59,2902.74,2924.19,127760630
2016-05-27,2940.43,2940.43,2871.12,2913.97,482846890
2016-05-30,2944.56,2944.56,2918.3,2921.05,452901755
2016-05-31,2940.59,2940.59,2894.99,2928.49,321921667
2016-06-01,2952.99,2965.4,2921.88,2948.14,336536773
2016-06-02,2991.83,2991.83,2961.03,2975.81,155061880
2016-06-03,2972.44,2972.44,2954.89,2956.11,406111983
2016-06-06,2985.82,2985.82,2939.38,2969.43,432952216
2016-06-07,2947.36,2986.33,2937.42,2944.84,189197775
2016-06-08,2942.85,2942.85,2902.76,2919.6,171003638
2016-06-09,2914.98,2914.98,2856.62,2894.68,159156748
2016-06-10,2888.81,2890.44,2865.76,2879.61,123412256
2016-06-13,2906.44,2908.04,2870.1,2897.93,242274582
2016-06-14,2903.06,2916.45,2855.36,2891.81,379851414
2016-06-15,2929.83,2929.83,2893.64,2912.48,104836403
2016-06-16,2959.22,2984.13,2904.89,2941.5,385590936
2016-06-17,2943.55,2943.55,2883.18,2924.05,497228963
2016-06-20,2962.16,2982.73,2906.04,2948.84,390503204
2016-06-21,2977.36,2980.32,2939.31,2953.47,114287339
2016-06-22,2963.92,2963.92,2936.06,2942.01,322306822
2016-06-23,2959.58,2973.76,2936.06,2950.83,129703613
2016-06-24,2969.96,2976.12,2942.79,2947.85,205058369
2016-06-27,2960.46,2987.22,2903.69,2947.89,125850826
2016-06-28,2964.23,2975.85,2935.57,2957.78,326340612
2016-06-29,2954.98,2961.9,2921.87,2929.92,141023117
2016-06-30,2975.03,2975.03,2931.68,2954.72,111219454
2016-07-01,2962.31,2987.81,2947.32,2951.47,243170026
2016-07-04,2962.22,2963.93,2910.76,2943.32,140436015
2016-07-05,2938.72,2940.42,2912.81,2921.33,259530310
2016-07-06,2945.23,2947.2,2925.37,2938.8,468815270
2016-07-07,2945.18,2949.95,2930.65,2937.9,365153877
2016-07-08,2926.86,2937.96,2877.32,2920.19,353996332
2016-07-11,2921.71,2921.71,2906.4,2912.66,281653692
2016-07-12,2948.62,2948.62,2914.22,2926.85,319342596
2016-07-13,2907.57,2940.2,2897.16,2899.9,352952559
2016-07-14,2932.45,2956.06,2906.13,2927.97,209187343
2016-07-15,2953.26,2982.37,2920.43,2940.32,252704717
2016-07-18,2928.68,2936.51,2874.45,2914.95,180698445
2016-07-19,2921.65,2936.55,2892.27,2919.67,451559758
2016-07-20,2927.91,2957.74,2884.22,2927.08,269001607
2016-07-21,2930.0,2949.19,2870.7,2907.31,142478372
2016-07-22,2915.43,2937.12,2892.43,2900.32,296696792
2016-07-25,2924.09,2924.09,2858.96,2896.27,178822928
2016-07-26,2890.27,2890.27,2869.44,2877.53,460112584
2016-07-27,2882.83,2882.83,2836.66,2855.56,154608406
2016-07-28,2861.85,2876.22,2816.74,2843.81,312653379
2016-07-29,2858.79,2870.74,2796.24,2830.62,297668008
2016-08-01,2824.44,2836.45,2792.13,2818.67,237713737
2016-08-02,2837.92,2837.92,2810.7,2827.21,284939514
2016-08-03,2858.95,2858.95,2829.21,2838.54,320080882
2016-08-04,2862.63,2862.98,2822.07,2858.67,237302844
2016-08-05,2860.8,2872.2,2802.26,2843.32,256304207
2016-08-08,2879.88,2879.88,2835.96,2853.98,270015028
2016-08-09,2881.48,2895.6,2877.87,2878.13,341100308
2016-08-10,2905.34,2910.27,2886.54,2896.69,272631685
2016-08-11,2906.09,2919.61,2881.92,2886.35,429758373
2016-08-12,2889.08,2889.08,2863.67,2867.43,381777179
2016-08-15,2890.98,2895.71,2868.54,2888.11,400018548
2016-08-16,2883.84,2883.84,2822.05,2860.69,204781061
2016-08-17,2873.78,2883.91,2823.61,2850.74,372141156
2016-08-18,2860.65,2860.65,2813.65,2849.5,488918119
2016-08-19,2856.95,2865.41,2833.94,2845.62,259265048
2016-08-22,2878.05,2896.74,2827.24,2862.91,405957718
2016-08-23,2899.74,2906.83,2833.28,2874.85,299014358
2016-08-24,2881.7,2886.68,2847.96,2873.65,211435488
2016-08-25,2901.76,2914.44,2851.87,2893.38,355968159
2016-08-26,2887.02,2906.64,2872.34,2884.52,117090165
2016-08-29,2907.12,2939.31,2874.92,2897.27,171818548
2016-08-30,2884.18,2906.53,2831.85,2869.55,154165082
2016-08-31,2873.82,2873.82,2845.82,2848.35,115402502
2016-09-01,2877.99,2885.02,2862.73,2863.06,316524386
2016-09-02,2882.32,2906.1,2850.37,2875.86,389977239
2016-09-05,2907.53,2907.53,2878.89,2892.38,126186989
2016-09-06,2877.6,2887.24,2849.47,2869.94,475717945
2016-09-07,2897.25,2897.25,2871.62,2876.73,436214581
2016-09-08,2869.38,2875.83,2851.96,2854.12,465517111
2016-09-09,2859.36,2859.36,2813.3,2846.53,215324269
2016-09-12,2856.99,2872.96,2816.78,2838.81,222857666
2016-09-13,2814.87,2835.93,2779.41,2811.09,395819053
2016-09-14,2843.28,2843.28,2820.27,2820.6,117413561
2016-09-15,2833.35,2844.23,2803.64,2808.76,155956156
2016-09-16,2798.23,2798.23,2783.33,2788.37,333929459
2016-09-19,2804.44,2819.77,2751.98,2778.87,284906706
2016-09-20,2796.26,2796.26,2777.82,2781.21,258862829
2016-09-21,2784.94,2805.83,2734.39,2772.49,251579920
2016-09-22,2782.16,2789.39,2758.65,2770.71,122234356
2016-09-23,2780.86,2810.55,2737.84,2777.8,444488376
2016-09-26,2770.54,2786.25,2755.29,2768.56,415662439
2016-09-27,2760.81,2786.49,2746.43,2758.03,236233130
2016-09-28,2777.36,2777.36,2722.75,2760.23,151880351
2016-09-29,2739.49,2739.49,2692.22,2732.76,136950601
2016-09-30,2723.4,2746.16,2682.38,2715.21,353171916
2016-10-03,2731.95,2743.58,2689.26,2725.77,380670184
2016-10-04,2716.96,2722.59,2680.26,2708.67,496853376
2016-10-05,2720.05,2742.88,2668.44,2708.81,397996290
2016-10-06,2739.4,2739.4,2705.72,2734.77,111976790
2016-10-07,2750.19,2764.63,2688.74,2728.26,260279769
2016-10-10,2738.5,2742.22,2697.64,2713.53,226867948
2016-10-11,2726.6,2733.3,2681.19,2715.13,297687694
2016-10-12,2715.55,2715.55,2702.99,2705.25,272654656
2016-10-13,2708.31,2733.51,2669.17,2699.15,130496252
2016-10-14,2725.44,2725.44,2680.66,2704.14,460453309
2016-10-17,2749.96,2764.41,2727.68,2730.26,422261909
2016-10-18,2743.48,2743.48,2708.91,2727.43,227696096
2016-10-19,2736.49,2737.79,2700.09,2735.66,471992893
2016-10-20,2782.94,2798.79,2721.35,2762.01,436183806
2016-10-21,2805.2,2805.2,2761.55,2780.05,399122911
2016-10-24,2812.8,2836.08,2790.5,2802.93,221564629
2016-10-25,2851.04,2851.04,2821.64,2823.51,221741288
2016-10-26,2824.73,2831.26,2808.75,2819.04,420568872
2016-10-27,2804.92,2829.76,2795.91,2801.87,289076746
2016-10-28,2823.51,2823.51,2799.38,2806.07,102540546
2016-10-31,2832.18,2835.27,2825.82,2828.36,244149768
2016-11-01,2860.32,2883.34,2821.34,2844.74,433125208
2016-11-02,2839.81,2853.67,2800.85,2830.57,488969677
2016-11-03,2831.63,2833.16,2799.67,2814.35,252036216
2016-11-04,2850.14,2874.13,2806.19,2842.06,473176438
2016-11-07,2867.16,2867.16,2806.92,2847.41,282497540
2016-11-08,2842.3,2842.67,2802.85,2840.69,120279065
2016-11-09,2865.78,2902.33,2856.55,2864.45,297513018
2016-11-10,2900.04,2900.04,2850.68,2884.57,293174617
2016-11-11,2915.92,2915.92,2866.29,2888.04,434284913
2016-11-14,2893.38,2893.38,2870.75,2882.4,200791194
2016-11-15,2879.65,2887.93,2819.28,2858.99,126850222
2016-11-16,2859.96,2867.44,2839.05,2844.27,309359498
2016-11-17,2857.52,2885.77,2813.26,2854.59,496138324
2016-11-18,2894.45,2894.45,2858.71,2880.82,131961779
2016-11-21,2908.22,2908.22,2855.5,2897.08,258168525
2016-11-22,2897.93,2904.14,2859.99,2874.07,347178468
2016-11-23,2886.24,2888.94,2853.67,2880.37,373173615
2016-11-24,2872.64,2887.34,2851.87,2868.43,316213276
2016-11-25,2923.96,2923.96,2866.93,2896.2,246687982
2016-11-28,2878.27,2912.75,2855.64,2871.35,144850560
2016-11-29,2908.58,2914.36,2846.27,2883.14,382291016
2016-11-30,2887.77,2887.77,2864.43,2870.77,113976815
2016-12-01,2877.44,2913.77,2841.29,2876.43,172032893
2016-12-02,2856.68,2891.2,2815.98,2855.42,143486263
2016-12-05,2871.05,2871.05,2815.58,2850.8,192017967
2016-12-06,2864.96,2864.96,2825.62,2837.76,348796170
2016-12-07,2862.62,2884.66,2823.75,2845.49,326330269
2016-12-08,2898.65,2905.62,2855.59,2872.29,176021090
2016-12-09,2895.53,2910.01,2883.87,2892.01,299625796
2016-12-12,2902.54,2903.73,2833.08,2874.95,186251659
2016-12-13,2867.5,2867.5,2850.25,2856.38,400184452
2016-12-14,2868.38,2877.88,2850.34,2867.67,312132623
2016-12-15,2879.18,2903.2,2827.55,2867.07,228328246
2016-12-16,2910.73,2910.73,2849.92,2888.11,283671125
2016-12-19,2931.6,2931.6,2905.85,2906.75,254668625
2016-12-20,2927.46,2933.17,2881.32,2915.86,304495707
2016-12-21,2961.24,2961.24,2919.75,2932.85,359651127
2016-12-22,2960.27,2960.27,2931.83,2955.67,326860031
2016-12-23,2944.05,2976.81,2912.0,2941.14,486405991
2016-12-26,2946.95,2946.95,2883.36,2924.15,495307155
2016-12-27,2962.54,2975.62,2911.31,2947.99,499282409
2016-12-28,2954.4,2956.8,2918.46,2930.95,318206721
2016-12-29,2937.5,2956.75,2881.97,2923.46,176127370
2016-12-30,2922.5,2942.75,2860.13,2903.07,252347937
2017-01-02,2945.36,2945.36,2905.11,2929.28,295532712
2017-01-03,2939.21,2945.14,2872.78,2915.13,464906738
2017-01-04,2921.62,2940.72,2855.78,2897.44,469405059
2017-01-05,2916.96,2933.55,2878.09,2894.64,402779027
2017-01-06,2893.19,2901.5,2830.69,2871.02,457651366
2017-01-09,2878.39,2891.29,2837.28,2860.73,303672438
2017-01-10,2901.89,2901.89,2861.7,2877.43,283631054
2017-01-11,2861.72,2863.81,2822.77,2852.59,239789398
2017-01-12,2882.68,2882.68,2826.43,2860.42,353385811
2017-01-13,2873.13,2875.82,2838.21,2863.56,354872824
2017-01-16,2861.11,2861.11,2803.53,2838.14,328833513
2017-01-17,2862.33,2892.91,2849.64,2853.71,311760697
2017-01-18,2832.73,2854.85,2807.05,2831.08,199804635
2017-01-19,2851.97,2857.29,2834.07,2843.93,321578339
2017-01-20,2843.56,2853.8,2811.25,2830.82,396220693
2017-01-23,2813.62,2841.94,2770.51,2807.71,390896546
2017-01-24,2820.77,2850.1,2779.77,2818.36,417778793
2017-01-25,2840.32,2856.48,2801.93,2830.85,199905874
2017-01-26,2870.27,2884.99,2817.22,2847.1,185145780
2017-01-27,2839.53,2847.89,2800.22,2821.85,416755263
2017-01-30,2854.12,2854.12,2799.59,2839.82,351680247
2017-01-31,2882.06,2882.06,2828.87,2853.86,306028356
2017-02-01,2857.8,2876.96,2837.07,2845.54,322938624
2017-02-02,2838.54,2853.35,2801.2,2820.49,143372127
2017-02-03,2807.9,2825.15,2782.27,2799.49,132601150
2017-02-06,2835.89,2835.89,2801.13,2813.79,176690188
2017-02-07,2796.16,2819.6,2784.47,2791.11,253425085
2017-02-08,2817.24,2817.24,2756.61,2789.96,361991159
2017-02-09,2815.96,2842.88,2792.79,2805.51,259153509
2017-02-10,2855.03,2855.03,2814.08,2832.97,459566735
2017-02-13,2871.83,2871.83,2840.09,2856.85,336085698
2017-02-14,2880.27,2890.27,2825.82,2859.47,230774388
2017-02-15,2902.84,2902.84,2861.71,2886.66,298057645
2017-02-16,2913.82,2917.72,2871.29,2903.63,333670420
2017-02-17,2911.03,2911.03,2880.54,2895.53,287908600
2017-02-20,2930.6,2948.86,2894.18,2907.97,492796049
2017-02-21,2941.92,2941.92,2913.06,2916.97,209281459
2017-02-22,2932.16,2932.16,2874.15,2909.77,150772834
2017-02-23,2912.11,2926.0,2844.89,2883.84,290192792
2017-02-24,2906.66,2928.67,2883.82,2892.42,149447938
2017-02-27,2897.33,2912.06,2855.04,2869.26,307928796
2017-02-28,2916.8,2916.8,2881.87,2893.62,373354409
2017-03-01,2904.24,2915.48,2890.09,2892.02,123461310
2017-03-02,2912.41,2922.45,2896.18,2904.53,366277847
2017-03-03,2930.37,2942.2,2921.7,2925.94,130759464
2017-03-06,2940.16,2956.14,2899.23,2938.83,480736142
2017-03-07,2976.38,2984.18,2956.68,2967.79,447097921
2017-03-08,3015.99,3017.68,2963.6,2987.62,189003094
2017-03-09,3029.26,3032.64,2999.24,3006.63,481987998
2017-03-10,3045.9,3045.9,3018.16,3018.61,460552954
2017-03-13,3032.02,3050.69,2986.14,3016.67,314538038
2017-03-14,3025.08,3039.85,2991.5,3019.77,170431764
2017-03-15,3075.5,3075.5,3046.08,3048.96,449170340
2017-03-16,3085.95,3106.21,3038.94,3079.02,410019781
2017-03-17,3097.96,3102.97,3052.27,3094.93,392087176
2017-03-20,3097.16,3097.16,3044.37,3070.45,449143877
2017-03-21,3051.82,3065.26,3040.5,3041.24,483076104
2017-03-22,3068.72,3089.86,3009.49,3051.83,472928856
2017-03-23,3039.46,3073.67,3005.17,3031.57,271210215
2017-03-24,3057.6,3065.23,3021.6,3036.84,478198912
2017-03-27,3042.03,3042.03,2992.24,3025.25,491481466
2017-03-28,3072.76,3072.76,3022.86,3051.38,258674758
2017-03-29,3071.8,3092.65,3036.5,3070.67,172082459
2017-03-30,3051.56,3081.88,3016.6,3050.54,155210514
2017-03-31,3044.04,3064.2,2980.01,3021.94,244215124
2017-04-03,3059.29,3086.02,3038.34,3048.89,441457685
2017-04-04,3087.65,3110.24,3027.59,3071.79,445180372
2017-04-05,3112.53,3112.53,3055.83,3092.17,262841781
2017-04-06,3093.2,3099.54,3069.34,3073.0,391768388
2017-04-07,3108.44,3118.05,3081.54,3103.43,418556270
2017-04-10,3116.46,3150.58,3066.64,3109.78,293904551
2017-04-11,3129.1,3129.1,3095.44,3105.34,157634095
2017-04-12,3099.02,3115.28,3085.91,3093.59,415825163
2017-04-13,3139.46,3151.05,3099.2,3118.75,393996862
2017-04-14,3101.91,3101.91,3082.01,3090.06,409352790
2017-04-17,3109.62,3109.62,3070.65,3081.2,161556151
2017-04-18,3076.99,3076.99,3006.42,3051.66,108548166
2017-04-19,3100.82,3119.45,3066.99,3081.13,166821142
2017-04-20,3106.97,3131.09,3081.09,3104.65,302511206
2017-04-21,3141.76,3174.14,3124.4,3128.35,311482423
2017-04-24,3172.7,3172.7,3126.63,3141.88,139582978
2017-04-25,3154.29,3160.05,3122.49,3153.97,350225802
2017-04-26,3194.78,3217.56,3143.41,3182.82,307270845
2017-04-27,3168.01,3202.45,3119.48,3160.92,300395561
2017-04-28,3176.48,3176.48,3149.97,3163.95,371113052
2017-05-01,3146.75,3171.5,3099.4,3141.59,110981606
2017-05-02,3146.26,3157.88,3094.25,3140.42,494985655
2017-05-03,3134.62,3148.8,3104.32,3109.94,435615536
2017-05-04,3111.51,3111.51,3088.37,3101.75,144237883
2017-05-05,3113.56,3121.93,3098.08,3100.83,185398597
2017-05-08,3131.88,3142.83,3098.67,3105.33,320891330
2017-05-09,3089.38,3114.85,3035.53,3080.01,355157063
2017-05-10,3069.79,3069.79,3030.08,3063.03,492618150
2017-05-11,3074.27,3082.33,3050.39,3065.72,383885103
2017-05-12,3066.65,3071.16,3055.57,3056.23,397956236
2017-05-15,3087.69,3087.69,3055.99,3070.53,373965613
2017-05-16,3060.11,3097.1,3011.18,3053.03,208767584
2017-05-17,3047.17,3047.99,3025.16,3046.36,223367397
2017-05-18,3084.97,3084.97,3062.34,3069.75,480543855
2017-05-19,3076.39,3086.32,3029.87,3046.18,112245027
2017-05-22,3091.04,3091.04,3034.25,3068.45,301183009
2017-05-23,3071.89,3089.95,3036.49,3057.03,488416857
2017-05-24,3055.7,3083.58,3037.05,3051.42,326364131
2017-05-25,3088.41,3104.7,3062.62,3065.65,172461194
2017-05-26,3053.32,3075.69,3010.22,3041.52,489250517
2017-05-29,3064.4,3088.26,3005.55,3048.43,226567583
2017-05-30,3051.46,3051.46,3019.77,3022.25,280885484
2017-05-31,3001.53,3008.19,2985.7,2992.28,297821323
2017-06-01,3019.17,3026.31,2997.24,3001.15,105255315
2017-06-02,3025.79,3048.89,2993.59,3024.63,394747714
2017-06-05,3054.66,3091.87,3044.03,3049.64,200919522
2017-06-06,3058.89,3060.29,2994.12,3029.94,143929370
2017-06-07,3042.93,3042.93,3021.1,3023.35,269894003
2017-06-08,3057.56,3057.56,2996.02,3038.79,393639937
2017-06-09,3057.03,3072.15,3021.54,3035.85,139665530
2017-06-12,3064.0,3075.99,3024.16,3059.74,370844357
2017-06-13,3102.18,3110.08,3046.56,3087.51,356041985
